"","gene","freq","hgnc_symbol"
"1","ensg00000008988",1,"RPS20"
"2","ensg00000034510",1,"TMSB10"
"3","ensg00000063177",1,"RPL18"
"4","ensg00000070756",1,"PABPC1"
"5","ensg00000071082",1,"RPL31"
"6","ensg00000083845",1,"RPS5"
"7","ensg00000084207",1,"GSTP1"
"8","ensg00000087086",1,"FTL"
"9","ensg00000089157",1,"RPLP0"
"10","ensg00000096384",1,"HSP90AB1"
"11","ensg00000100097",1,"LGALS1"
"12","ensg00000103363",1,"ELOB"
"13","ensg00000105193",1,"RPS16"
"14","ensg00000105372",1,"RPS19"
"15","ensg00000108107",1,"RPL28"
"16","ensg00000108298",1,"RPL19"
"17","ensg00000109475",1,"RPL34"
"18","ensg00000110492",1,"MDK"
"19","ensg00000110700",1,"RPS13"
"20","ensg00000111640",1,"GAPDH"
"21","ensg00000111669",1,"TPI1"
"22","ensg00000111716",1,"LDHB"
"23","ensg00000112306",1,"RPS12"
"24","ensg00000112695",1,"COX7A2"
"25","ensg00000114391",1,"RPL24"
"26","ensg00000115268",1,"RPS15"
"27","ensg00000116288",1,"PARK7"
"28","ensg00000122406",1,"RPL5"
"29","ensg00000123349",1,"PFDN5"
"30","ensg00000125691",1,"RPL23"
"31","ensg00000125743",1,"SNRPD2"
"32","ensg00000126267",1,"COX6B1"
"33","ensg00000126432",1,"PRDX5"
"34","ensg00000127184",1,"COX7C"
"35","ensg00000130255",1,"RPL36"
"36","ensg00000130770",1,"ATPIF1"
"37","ensg00000131143",1,"COX4I1"
"38","ensg00000131469",1,"RPL27"
"39","ensg00000133112",1,"TPT1"
"40","ensg00000134419",1,"RPS15A"
"41","ensg00000135940",1,"COX5B"
"42","ensg00000136942",1,"RPL35"
"43","ensg00000137154",1,"RPS6"
"44","ensg00000137818",1,"RPLP1"
"45","ensg00000138326",1,"RPS24"
"46","ensg00000140264",1,"SERF2"
"47","ensg00000140988",1,"RPS2"
"48","ensg00000141552",1,"ANAPC11"
"49","ensg00000142168",1,"SOD1"
"50","ensg00000142534",1,"RPS11"
"51","ensg00000142541",1,"RPL13A"
"52","ensg00000142676",1,"RPL11"
"53","ensg00000142937",1,"RPS8"
"54","ensg00000143947",1,"RPS27A"
"55","ensg00000144713",1,"RPL32"
"56","ensg00000145592",1,"RPL37"
"57","ensg00000145741",1,"BTF3"
"58","ensg00000147677",1,"EIF3H"
"59","ensg00000149273",1,"RPS3"
"60","ensg00000149806",1,"FAU"
"61","ensg00000156467",1,"UQCRB"
"62","ensg00000156482",1,"RPL30"
"63","ensg00000161016",1,"RPL8"
"64","ensg00000161970",1,"RPL26"
"65","ensg00000162244",1,"RPL29"
"66","ensg00000164587",1,"RPS14"
"67","ensg00000164919",1,"COX6C"
"68","ensg00000166441",1,"RPL27A"
"69","ensg00000167283",1,"ATP5L"
"70","ensg00000167468",1,"GPX4"
"71","ensg00000167526",1,"RPL13"
"72","ensg00000167658",1,"EEF2"
"73","ensg00000167996",1,"FTH1"
"74","ensg00000169567",1,"HINT1"
"75","ensg00000170889",1,"RPS9"
"76","ensg00000171858",1,"RPS21"
"77","ensg00000171863",1,"RPS7"
"78","ensg00000172757",1,"CFL1"
"79","ensg00000172809",1,"RPL38"
"80","ensg00000173660",1,"UQCRH"
"81","ensg00000173915",1,"USMG5"
"82","ensg00000174444",1,"RPL4"
"83","ensg00000174748",1,"RPL15"
"84","ensg00000177410",1,"ZFAS1"
"85","ensg00000177600",1,"RPLP2"
"86","ensg00000184009",1,"ACTG1"
"87","ensg00000186468",1,"RPS23"
"88","ensg00000187514",1,"PTMA"
"89","ensg00000188846",1,"RPL14"
"90","ensg00000196531",1,"NACA"
"91","ensg00000197756",1,"RPL37A"
"92","ensg00000197956",1,"S100A6"
"93","ensg00000197958",1,"RPL12"
"94","ensg00000198034",1,"RPS4X"
"95","ensg00000198242",1,"RPL23A"
"96","ensg00000198712",1,"MT-CO2"
"97","ensg00000198727",1,"MT-CYB"
"98","ensg00000198755",1,"RPL10A"
"99","ensg00000198804",1,"MT-CO1"
"100","ensg00000198886",1,"MT-ND4"
"101","ensg00000198938",1,"MT-CO3"
"102","ensg00000204628",1,"RACK1"
"103","ensg00000213741",1,"RPS29"
"104","ensg00000221983",1,"UBA52"
"105","ensg00000231500",1,"RPS18"
"106","ensg00000251562",1,"MALAT1"
"107","ensg00000104904",0.999554565701559,"OAZ1"
"108","ensg00000118181",0.999554565701559,"RPS25"
"109","ensg00000120533",0.999554565701559,"ENY2"
"110","ensg00000124172",0.999554565701559,"ATP5E"
"111","ensg00000127922",0.999554565701559,"SEM1"
"112","ensg00000132475",0.999554565701559,"H3F3B"
"113","ensg00000136810",0.999554565701559,"TXN"
"114","ensg00000147684",0.999554565701559,"NDUFB9"
"115","ensg00000148303",0.999554565701559,"RPL7A"
"116","ensg00000152082",0.999554565701559,"MZT2B"
"117","ensg00000164032",0.999554565701559,"H2AFZ"
"118","ensg00000166710",0.999554565701559,"B2M"
"119","ensg00000167085",0.999554565701559,"PHB"
"120","ensg00000168028",0.999554565701559,"RPSA"
"121","ensg00000168653",0.999554565701559,"NDUFS5"
"122","ensg00000182899",0.999554565701559,"RPL35A"
"123","ensg00000189043",0.999554565701559,"NDUFA4"
"124","ensg00000198763",0.999554565701559,"MT-ND2"
"125","ensg00000198840",0.999554565701559,"MT-ND3"
"126","ensg00000198888",0.999554565701559,"MT-ND1"
"127","ensg00000198899",0.999554565701559,"MT-ATP6"
"128","ensg00000198931",0.999554565701559,"APRT"
"129","ensg00000230989",0.999554565701559,"HSBP1"
"130","ensg00000241837",0.999554565701559,"ATP5O"
"131","ensg00000075415",0.999109131403118,"SLC25A3"
"132","ensg00000080824",0.999109131403118,"HSP90AA1"
"133","ensg00000104529",0.999109131403118,"EEF1D"
"134","ensg00000108518",0.999109131403118,"PFN1"
"135","ensg00000115128",0.999109131403118,"SF3B6"
"136","ensg00000117450",0.999109131403118,"PRDX1"
"137","ensg00000127540",0.999109131403118,"UQCR11"
"138","ensg00000132341",0.999109131403118,"RAN"
"139","ensg00000132507",0.999109131403118,"EIF5A"
"140","ensg00000137309",0.999109131403118,"HMGA1"
"141","ensg00000140319",0.999109131403118,"SRP14"
"142","ensg00000140990",0.999109131403118,"NDUFB10"
"143","ensg00000154518",0.999109131403118,"ATP5G3"
"144","ensg00000154723",0.999109131403118,"ATP5J"
"145","ensg00000163584",0.999109131403118,"RPL22L1"
"146","ensg00000165502",0.999109131403118,"RPL36AL"
"147","ensg00000196683",0.999109131403118,"TOMM7"
"148","ensg00000198786",0.999109131403118,"MT-ND5"
"149","ensg00000101182",0.998663697104677,"PSMA7"
"150","ensg00000114942",0.998663697104677,"EEF1B2"
"151","ensg00000130066",0.998663697104677,"SAT1"
"152","ensg00000144381",0.998663697104677,"HSPD1"
"153","ensg00000164405",0.998663697104677,"UQCRQ"
"154","ensg00000173812",0.998663697104677,"EIF1"
"155","ensg00000182718",0.998663697104677,"ANXA2"
"156","ensg00000188243",0.998663697104677,"COMMD6"
"157","ensg00000188612",0.998663697104677,"SUMO2"
"158","ensg00000198258",0.998663697104677,"UBL5"
"159","ensg00000089220",0.998218262806236,"PEBP1"
"160","ensg00000100138",0.998218262806236,"SNU13"
"161","ensg00000100300",0.998218262806236,"TSPO"
"162","ensg00000163468",0.998218262806236,"CCT3"
"163","ensg00000180817",0.998218262806236,"PPA1"
"164","ensg00000187109",0.998218262806236,"NAP1L1"
"165","ensg00000256618",0.998218262806236,"MTRNR2L1"
"166","ensg00000092841",0.997772828507795,"MYL6"
"167","ensg00000110955",0.997772828507795,"ATP5B"
"168","ensg00000115541",0.997772828507795,"HSPE1"
"169","ensg00000130332",0.997772828507795,"LSM7"
"170","ensg00000135390",0.997772828507795,"ATP5G2"
"171","ensg00000149925",0.997772828507795,"ALDOA"
"172","ensg00000176340",0.997772828507795,"COX8A"
"173","ensg00000178982",0.997772828507795,"EIF3K"
"174","ensg00000184076",0.997772828507795,"UQCR10"
"175","ensg00000205542",0.997772828507795,"TMSB4X"
"176","ensg00000005022",0.997327394209354,"SLC25A5"
"177","ensg00000088986",0.997327394209354,"DYNLL1"
"178","ensg00000106153",0.997327394209354,"CHCHD2"
"179","ensg00000117632",0.997327394209354,"STMN1"
"180","ensg00000118816",0.997327394209354,"CCNI"
"181","ensg00000122566",0.997327394209354,"HNRNPA2B1"
"182","ensg00000130520",0.997327394209354,"LSM4"
"183","ensg00000161960",0.997327394209354,"EIF4A1"
"184","ensg00000174021",0.997327394209354,"GNG5"
"185","ensg00000187145",0.997327394209354,NA
"186","ensg00000100129",0.996881959910913,"EIF3L"
"187","ensg00000132432",0.996881959910913,"SEC61G"
"188","ensg00000142864",0.996881959910913,"SERBP1"
"189","ensg00000165283",0.996881959910913,"STOML2"
"190","ensg00000178952",0.996881959910913,"TUFM"
"191","ensg00000004779",0.996436525612472,"NDUFAB1"
"192","ensg00000089009",0.996436525612472,"RPL6"
"193","ensg00000099795",0.996436525612472,"NDUFB7"
"194","ensg00000131174",0.996436525612472,"COX7B"
"195","ensg00000179271",0.996436525612472,"GADD45GIP1"
"196","ensg00000074800",0.995991091314031,"ENO1"
"197","ensg00000106803",0.995991091314031,"SEC61B"
"198","ensg00000111678",0.995991091314031,"C12orf57"
"199","ensg00000134248",0.995991091314031,"LAMTOR5"
"200","ensg00000147403",0.995991091314031,"RPL10"
"201","ensg00000181163",0.995991091314031,"NPM1"
"202","ensg00000189159",0.995991091314031,"JPT1"
"203","ensg00000198467",0.995991091314031,"TPM2"
"204","ensg00000204387",0.995991091314031,"C6orf48"
"205","ensg00000107223",0.99554565701559,"EDF1"
"206","ensg00000119705",0.99554565701559,"SLIRP"
"207","ensg00000145247",0.99554565701559,"OCIAD2"
"208","ensg00000228474",0.99554565701559,"OST4"
"209","ensg00000100804",0.995100222717149,"PSMB5"
"210","ensg00000152234",0.995100222717149,"ATP5A1"
"211","ensg00000155368",0.995100222717149,"DBI"
"212","ensg00000156976",0.995100222717149,"EIF4A2"
"213","ensg00000160213",0.995100222717149,"CSTB"
"214","ensg00000171159",0.995100222717149,"C9orf16"
"215","ensg00000178741",0.995100222717149,"COX5A"
"216","ensg00000051523",0.994654788418708,"CYBA"
"217","ensg00000067560",0.994654788418708,"RHOA"
"218","ensg00000090266",0.994654788418708,"NDUFB2"
"219","ensg00000134825",0.994654788418708,"TMEM258"
"220","ensg00000143933",0.994654788418708,"CALM2"
"221","ensg00000166681",0.994654788418708,"BEX3"
"222","ensg00000166598",0.994209354120267,"HSP90B1"
"223","ensg00000167642",0.994209354120267,"SPINT2"
"224","ensg00000173272",0.994209354120267,"MZT2A"
"225","ensg00000117592",0.993763919821826,"PRDX6"
"226","ensg00000178035",0.993763919821826,"IMPDH2"
"227","ensg00000215021",0.993763919821826,"PHB2"
"228","ensg00000123416",0.993318485523385,"TUBA1B"
"229","ensg00000142530",0.993318485523385,"FAM71E1"
"230","ensg00000156411",0.993318485523385,"C14orf2"
"231","ensg00000169100",0.993318485523385,"SLC25A6"
"232","ensg00000182117",0.993318485523385,"NOP10"
"233","ensg00000132963",0.992873051224944,"POMP"
"234","ensg00000159199",0.992873051224944,"ATP5G1"
"235","ensg00000042753",0.992427616926503,"AP2S1"
"236","ensg00000105185",0.992427616926503,"PDCD5"
"237","ensg00000176731",0.992427616926503,"C8orf59"
"238","ensg00000113387",0.991536748329621,"SUB1"
"239","ensg00000129559",0.991536748329621,"NEDD8"
"240","ensg00000139343",0.991536748329621,"SNRPF"
"241","ensg00000177700",0.991536748329621,"POLR2L"
"242","ensg00000179091",0.991536748329621,"CYC1"
"243","ensg00000107833",0.99109131403118,"NPM3"
"244","ensg00000110958",0.99109131403118,"PTGES3"
"245","ensg00000120438",0.99109131403118,"TCP1"
"246","ensg00000125148",0.99109131403118,"MT2A"
"247","ensg00000125356",0.99109131403118,"NDUFA1"
"248","ensg00000135404",0.99109131403118,"CD63"
"249","ensg00000166165",0.99109131403118,"CKB"
"250","ensg00000166794",0.99109131403118,"PPIB"
"251","ensg00000167863",0.99109131403118,"ATP5H"
"252","ensg00000169714",0.99109131403118,"CNBP"
"253","ensg00000173113",0.99109131403118,"TRMT112"
"254","ensg00000125868",0.990645879732739,"DSTN"
"255","ensg00000197111",0.990645879732739,"PCBP2"
"256","ensg00000109390",0.990200445434298,"NDUFC1"
"257","ensg00000150459",0.990200445434298,"SAP18"
"258","ensg00000171530",0.990200445434298,"TBCA"
"259","ensg00000100353",0.989755011135858,"EIF3D"
"260","ensg00000105677",0.989755011135858,"TMEM147"
"261","ensg00000111639",0.989755011135858,"MRPL51"
"262","ensg00000115484",0.989755011135858,"CCT4"
"263","ensg00000165672",0.989755011135858,"PRDX3"
"264","ensg00000167815",0.989755011135858,"PRDX2"
"265","ensg00000172270",0.989755011135858,"BSG"
"266","ensg00000175756",0.989755011135858,"AURKAIP1"
"267","ensg00000205544",0.989309576837416,"TMEM256"
"268","ensg00000069275",0.988864142538975,"NUCKS1"
"269","ensg00000137962",0.988864142538975,"ARHGAP29"
"270","ensg00000145912",0.988864142538975,"NHP2"
"271","ensg00000167088",0.988864142538975,"SNRPD1"
"272","ensg00000182154",0.988864142538975,"MRPL41"
"273","ensg00000185624",0.988864142538975,"P4HB"
"274","ensg00000106355",0.988418708240535,"LSM5"
"275","ensg00000131495",0.988418708240535,"NDUFA2"
"276","ensg00000143256",0.988418708240535,"PFDN2"
"277","ensg00000170759",0.988418708240535,"KIF5B"
"278","ensg00000104408",0.987973273942094,"EIF3E"
"279","ensg00000172115",0.987973273942094,"CYCS"
"280","ensg00000180992",0.987973273942094,"MRPL14"
"281","ensg00000197061",0.987973273942094,"HIST1H4C"
"282","ensg00000100632",0.987527839643653,"ERH"
"283","ensg00000118680",0.987527839643653,"MYL12B"
"284","ensg00000142669",0.987527839643653,"SH3BGRL3"
"285","ensg00000170315",0.987527839643653,"UBB"
"286","ensg00000233276",0.987527839643653,"GPX1"
"287","ensg00000239672",0.987527839643653,"NME1"
"288","ensg00000075624",0.987082405345212,"ACTB"
"289","ensg00000146701",0.987082405345212,"MDH2"
"290","ensg00000008018",0.986636971046771,"PSMB1"
"291","ensg00000099977",0.986636971046771,"DDT"
"292","ensg00000112335",0.986636971046771,"SNX3"
"293","ensg00000131016",0.986636971046771,"AKAP12"
"294","ensg00000134333",0.986636971046771,"LDHA"
"295","ensg00000137876",0.986636971046771,"RSL24D1"
"296","ensg00000149100",0.986636971046771,"EIF3M"
"297","ensg00000054148",0.98619153674833,"PHPT1"
"298","ensg00000163466",0.98619153674833,"ARPC2"
"299","ensg00000173486",0.98619153674833,"FKBP2"
"300","ensg00000206503",0.98619153674833,"HLA-A"
"301","ensg00000154582",0.985746102449889,"ELOC"
"302","ensg00000262814",0.985746102449889,"MRPL12"
"303","ensg00000087302",0.984855233853007,"C14orf166"
"304","ensg00000108953",0.984855233853007,"YWHAE"
"305","ensg00000146731",0.984855233853007,"CCT6A"
"306","ensg00000156261",0.984855233853007,"CCT8"
"307","ensg00000185088",0.984855233853007,"RPS27L"
"308","ensg00000115053",0.984409799554566,"NCL"
"309","ensg00000165629",0.984409799554566,"ATP5C1"
"310","ensg00000065518",0.983964365256125,"NDUFB4"
"311","ensg00000100387",0.983964365256125,"RBX1"
"312","ensg00000133226",0.983964365256125,"SRRM1"
"313","ensg00000159210",0.983964365256125,"SNF8"
"314","ensg00000171490",0.983518930957684,"RSL1D1"
"315","ensg00000205581",0.983518930957684,"HMGN1"
"316","ensg00000232112",0.983518930957684,"TMA7"
"317","ensg00000079462",0.983073496659243,"PAFAH1B3"
"318","ensg00000100216",0.983073496659243,"TOMM22"
"319","ensg00000111057",0.983073496659243,"KRT18"
"320","ensg00000112514",0.983073496659243,"CUTA"
"321","ensg00000123131",0.983073496659243,"PRDX4"
"322","ensg00000240972",0.983073496659243,"MIF"
"323","ensg00000241685",0.983073496659243,"ARPC1A"
"324","ensg00000106211",0.982628062360802,"HSPB1"
"325","ensg00000136938",0.982628062360802,"ANP32B"
"326","ensg00000213719",0.982628062360802,"CLIC1"
"327","ensg00000105202",0.982182628062361,"FBL"
"328","ensg00000108654",0.982182628062361,"DDX5"
"329","ensg00000128524",0.982182628062361,"ATP6V1F"
"330","ensg00000198856",0.982182628062361,"OSTC"
"331","ensg00000269893",0.982182628062361,"SNHG8"
"332","ensg00000125835",0.98173719376392,"SNRPB"
"333","ensg00000129084",0.98173719376392,"PSMA1"
"334","ensg00000166012",0.98173719376392,"TAF1D"
"335","ensg00000179218",0.98173719376392,"CALR"
"336","ensg00000198900",0.98173719376392,"TOP1"
"337","ensg00000099194",0.981291759465479,"SCD"
"338","ensg00000146425",0.981291759465479,"DYNLT1"
"339","ensg00000171345",0.981291759465479,"KRT19"
"340","ensg00000107581",0.980846325167038,"EIF3A"
"341","ensg00000115944",0.980846325167038,"COX7A2L"
"342","ensg00000166595",0.980846325167038,"FAM96B"
"343","ensg00000105048",0.980400890868597,"TNNT1"
"344","ensg00000142507",0.980400890868597,"PSMB6"
"345","ensg00000148908",0.980400890868597,"RGS10"
"346","ensg00000158417",0.980400890868597,"EIF5B"
"347","ensg00000172531",0.980400890868597,"PPP1CA"
"348","ensg00000196230",0.980400890868597,"TUBB"
"349","ensg00000140612",0.979955456570156,"SEC11A"
"350","ensg00000198668",0.979955456570156,"CALM1"
"351","ensg00000075142",0.979510022271715,"SRI"
"352","ensg00000101608",0.979510022271715,"MYL12A"
"353","ensg00000107984",0.979510022271715,"DKK1"
"354","ensg00000143977",0.979510022271715,"SNRPG"
"355","ensg00000173726",0.979510022271715,"TOMM20"
"356","ensg00000174886",0.979510022271715,"NDUFA11"
"357","ensg00000188186",0.979510022271715,"LAMTOR4"
"358","ensg00000112667",0.979064587973274,"DNPH1"
"359","ensg00000034713",0.978619153674833,"GABARAPL2"
"360","ensg00000102265",0.978619153674833,"TIMP1"
"361","ensg00000129197",0.978619153674833,"RPAIN"
"362","ensg00000166226",0.978619153674833,"CCT2"
"363","ensg00000041357",0.978173719376392,"PSMA4"
"364","ensg00000186184",0.978173719376392,"POLR1D"
"365","ensg00000101558",0.977728285077951,"VAPA"
"366","ensg00000114125",0.977728285077951,"RNF7"
"367","ensg00000180879",0.977728285077951,"SSR4"
"368","ensg00000254999",0.977728285077951,"BRK1"
"369","ensg00000146066",0.97728285077951,"HIGD2A"
"370","ensg00000147889",0.97728285077951,"CDKN2A"
"371","ensg00000092199",0.976837416481069,"HNRNPC"
"372","ensg00000008394",0.976391982182628,"MGST1"
"373","ensg00000102007",0.976391982182628,"PLP2"
"374","ensg00000122786",0.976391982182628,"CALD1"
"375","ensg00000086598",0.975946547884187,"TMED2"
"376","ensg00000105640",0.975946547884187,"RPL18A"
"377","ensg00000163931",0.975946547884187,"TKT"
"378","ensg00000166228",0.975946547884187,"PCBD1"
"379","ensg00000067225",0.975501113585746,"PKM"
"380","ensg00000102898",0.975501113585746,"NUTF2"
"381","ensg00000114956",0.975501113585746,"DGUOK"
"382","ensg00000118418",0.975501113585746,"HMGN3"
"383","ensg00000232388",0.975501113585746,"SMIM26"
"384","ensg00000102804",0.975055679287305,"TSC22D1"
"385","ensg00000122705",0.975055679287305,"CLTA"
"386","ensg00000170421",0.975055679287305,"KRT8"
"387","ensg00000184983",0.974610244988864,"NDUFA6"
"388","ensg00000104979",0.974164810690423,"C19orf53"
"389","ensg00000143761",0.974164810690423,"ARF1"
"390","ensg00000147123",0.974164810690423,"NDUFB11"
"391","ensg00000147649",0.974164810690423,"MTDH"
"392","ensg00000139168",0.973719376391982,"ZCRB1"
"393","ensg00000145494",0.973273942093541,"NDUFS6"
"394","ensg00000136521",0.9728285077951,"NDUFB5"
"395","ensg00000161203",0.9728285077951,"AP2M1"
"396","ensg00000173141",0.9728285077951,"MRPL57"
"397","ensg00000085231",0.972383073496659,"AK6"
"398","ensg00000105258",0.972383073496659,"POLR2I"
"399","ensg00000135624",0.972383073496659,"CCT7"
"400","ensg00000215845",0.972383073496659,"TSTD1"
"401","ensg00000111775",0.971937639198218,"COX6A1"
"402","ensg00000065548",0.971492204899777,"ZC3H15"
"403","ensg00000089693",0.971492204899777,"MLF2"
"404","ensg00000125944",0.971492204899777,"HNRNPR"
"405","ensg00000105669",0.971046770601336,"COPE"
"406","ensg00000125977",0.971046770601336,"EIF2S2"
"407","ensg00000143774",0.971046770601336,"GUK1"
"408","ensg00000161249",0.971046770601336,"DMKN"
"409","ensg00000162961",0.971046770601336,"DPY30"
"410","ensg00000109971",0.970601336302895,"HSPA8"
"411","ensg00000150991",0.970601336302895,"UBC"
"412","ensg00000087191",0.970155902004454,"PSMC5"
"413","ensg00000088205",0.970155902004454,"DDX18"
"414","ensg00000099901",0.970155902004454,"RANBP1"
"415","ensg00000112378",0.970155902004454,"PERP"
"416","ensg00000165732",0.970155902004454,"DDX21"
"417","ensg00000178127",0.970155902004454,"NDUFV2"
"418","ensg00000123562",0.969710467706013,"MORF4L2"
"419","ensg00000143320",0.969710467706013,"CRABP2"
"420","ensg00000170627",0.969710467706013,"GTSF1"
"421","ensg00000166136",0.969265033407572,"NDUFB8"
"422","ensg00000174695",0.969265033407572,"TMEM167A"
"423","ensg00000113558",0.968819599109131,"SKP1"
"424","ensg00000143621",0.968819599109131,"ILF2"
"425","ensg00000145833",0.968819599109131,"DDX46"
"426","ensg00000163714",0.968819599109131,"U2SURP"
"427","ensg00000165678",0.968819599109131,"GHITM"
"428","ensg00000255302",0.968819599109131,"EID1"
"429","ensg00000110717",0.96837416481069,"NDUFS8"
"430","ensg00000088832",0.967928730512249,"FKBP1A"
"431","ensg00000100823",0.967928730512249,"APEX1"
"432","ensg00000159140",0.967928730512249,"SON"
"433","ensg00000162191",0.967928730512249,"UBXN1"
"434","ensg00000179010",0.967928730512249,"MRFAP1"
"435","ensg00000123975",0.967483296213808,"CKS2"
"436","ensg00000139644",0.967483296213808,"TMBIM6"
"437","ensg00000047410",0.967037861915367,"TPR"
"438","ensg00000107874",0.967037861915367,"CUEDC2"
"439","ensg00000130429",0.967037861915367,"ARPC1B"
"440","ensg00000138382",0.967037861915367,"METTL5"
"441","ensg00000163479",0.967037861915367,"SSR2"
"442","ensg00000164615",0.967037861915367,"CAMLG"
"443","ensg00000115286",0.966592427616927,"NDUFS7"
"444","ensg00000074842",0.966146993318486,"MYDGF"
"445","ensg00000101444",0.965701559020045,"AHCY"
"446","ensg00000112110",0.965701559020045,"MRPL18"
"447","ensg00000160201",0.965701559020045,"U2AF1"
"448","ensg00000241468",0.965701559020045,"ATP5J2"
"449","ensg00000249915",0.965701559020045,"PDCD6"
"450","ensg00000163882",0.965256124721604,"POLR2H"
"451","ensg00000170860",0.965256124721604,"LSM3"
"452","ensg00000120963",0.964810690423163,"ZNF706"
"453","ensg00000119326",0.964365256124722,"CTNNAL1"
"454","ensg00000136930",0.963919821826281,"PSMB7"
"455","ensg00000164258",0.963919821826281,"NDUFS4"
"456","ensg00000101132",0.96347438752784,"PFDN4"
"457","ensg00000186298",0.96347438752784,"PPP1CC"
"458","ensg00000148834",0.963028953229399,"GSTO1"
"459","ensg00000175390",0.963028953229399,"EIF3F"
"460","ensg00000177879",0.963028953229399,"AP3S1"
"461","ensg00000055950",0.962583518930958,"MRPL43"
"462","ensg00000105583",0.962138084632517,"WDR83OS"
"463","ensg00000111843",0.962138084632517,"TMEM14C"
"464","ensg00000143198",0.962138084632517,"MGST3"
"465","ensg00000143543",0.962138084632517,"JTB"
"466","ensg00000147687",0.962138084632517,"TATDN1"
"467","ensg00000065911",0.961692650334076,"MTHFD2"
"468","ensg00000116030",0.961692650334076,"SUMO1"
"469","ensg00000122034",0.961692650334076,"GTF3A"
"470","ensg00000139289",0.961692650334076,"PHLDA1"
"471","ensg00000142227",0.961692650334076,"EMP3"
"472","ensg00000125378",0.961247216035635,"BMP4"
"473","ensg00000169020",0.961247216035635,"ATP5I"
"474","ensg00000116754",0.960801781737194,"SRSF11"
"475","ensg00000126777",0.960801781737194,"KTN1"
"476","ensg00000172590",0.960801781737194,"MRPL52"
"477","ensg00000242485",0.960801781737194,"MRPL20"
"478","ensg00000143870",0.959910913140312,"PDIA6"
"479","ensg00000169738",0.959910913140312,"DCXR"
"480","ensg00000245532",0.959910913140312,"NEAT1"
"481","ensg00000128050",0.959465478841871,"PAICS"
"482","ensg00000134056",0.959465478841871,"MRPS36"
"483","ensg00000087460",0.95902004454343,"GNAS"
"484","ensg00000124766",0.95902004454343,"SOX4"
"485","ensg00000125968",0.95902004454343,"ID1"
"486","ensg00000184990",0.95902004454343,"SIVA1"
"487","ensg00000112081",0.958574610244989,"SRSF3"
"488","ensg00000129562",0.958129175946548,"DAD1"
"489","ensg00000136997",0.958129175946548,"MYC"
"490","ensg00000166295",0.958129175946548,"ANAPC16"
"491","ensg00000010278",0.957683741648107,"CD9"
"492","ensg00000079459",0.957683741648107,"FDFT1"
"493","ensg00000106028",0.957683741648107,"SSBP1"
"494","ensg00000142089",0.957683741648107,"IFITM3"
"495","ensg00000005075",0.957238307349666,"POLR2J"
"496","ensg00000090060",0.957238307349666,"PAPOLA"
"497","ensg00000106244",0.957238307349666,"PDAP1"
"498","ensg00000111229",0.957238307349666,"ARPC3"
"499","ensg00000111142",0.956792873051225,"METAP2"
"500","ensg00000120742",0.956792873051225,"SERP1"
"501","ensg00000166913",0.956792873051225,"YWHAB"
"502","ensg00000168303",0.956792873051225,"MPLKIP"
"503","ensg00000165264",0.956347438752784,"NDUFB6"
"504","ensg00000204392",0.956347438752784,"LSM2"
"505","ensg00000092820",0.955902004454343,"EZR"
"506","ensg00000108294",0.955902004454343,NA
"507","ensg00000137288",0.955902004454343,"UQCC2"
"508","ensg00000143612",0.955902004454343,"C1orf43"
"509","ensg00000189403",0.955456570155902,"HMGB1"
"510","ensg00000074071",0.955011135857461,"MRPS34"
"511","ensg00000136888",0.955011135857461,"ATP6V1G1"
"512","ensg00000184752",0.955011135857461,"NDUFA12"
"513","ensg00000196504",0.955011135857461,"PRPF40A"
"514","ensg00000102144",0.95456570155902,"PGK1"
"515","ensg00000131051",0.95456570155902,"RBM39"
"516","ensg00000124767",0.954120267260579,"GLO1"
"517","ensg00000100380",0.953674832962138,"ST13"
"518","ensg00000136240",0.953229398663697,"KDELR2"
"519","ensg00000076043",0.952783964365256,"REXO2"
"520","ensg00000125534",0.952783964365256,"PPDPF"
"521","ensg00000135046",0.952783964365256,"ANXA1"
"522","ensg00000131508",0.952338530066815,"UBE2D2"
"523","ensg00000163682",0.952338530066815,"RPL9"
"524","ensg00000177156",0.951893095768374,"TALDO1"
"525","ensg00000183011",0.951447661469933,"NAA38"
"526","ensg00000119421",0.951002227171492,"NDUFA8"
"527","ensg00000150753",0.951002227171492,"CCT5"
"528","ensg00000116161",0.950556792873051,"CACYBP"
"529","ensg00000152795",0.950556792873051,"HNRNPDL"
"530","ensg00000164951",0.95011135857461,"PDP1"
"531","ensg00000117118",0.949665924276169,"SDHB"
"532","ensg00000168288",0.949665924276169,"MMADHC"
"533","ensg00000130724",0.949220489977728,"CHMP2A"
"534","ensg00000198832",0.949220489977728,"SELENOM"
"535","ensg00000105379",0.948775055679287,"ETFB"
"536","ensg00000120306",0.948775055679287,"CYSTM1"
"537","ensg00000169689",0.948775055679287,"CENPX"
"538","ensg00000109332",0.948329621380846,"UBE2D3"
"539","ensg00000151366",0.948329621380846,"NDUFC2"
"540","ensg00000174917",0.948329621380846,"C19orf70"
"541","ensg00000182196",0.948329621380846,"ARL6IP4"
"542","ensg00000104388",0.947884187082405,"RAB2A"
"543","ensg00000170584",0.947884187082405,"NUDCD2"
"544","ensg00000174547",0.947884187082405,"MRPL11"
"545","ensg00000204525",0.947884187082405,"HLA-C"
"546","ensg00000139684",0.947438752783964,"ESD"
